,Path,Celebrity,Feature_Embedding
4581,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson20_1935.jpg,pins_Emma Watson,[0.22310688 0.0137175  0.07297564 ... 0.03733941 0.00876102 0.01259802]
4582,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson12_1858.jpg,pins_Emma Watson,[0.181265   0.00605019 0.08783142 ... 0.00195563 0.00250236 0.02564451]
4583,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson82_2035.jpg,pins_Emma Watson,[0.30452153 0.04707631 0.01951239 ... 0.04787339 0.01452133 0.01485513]
4584,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson3_1988.jpg,pins_Emma Watson,[0.05292077 0.02060183 0.01046617 ... 0.03910662 0.         0.02705531]
4585,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson24_1969.jpg,pins_Emma Watson,[0.03757429 0.01136112 0.01194617 ... 0.0460276  0.         0.02400615]
4586,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson188_1924.jpg,pins_Emma Watson,[0.08394616 0.         0.00639111 ... 0.02295326 0.         0.04875757]
4587,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson156_1888.jpg,pins_Emma Watson,[0.06326861 0.09572203 0.05701431 ... 0.06337976 0.00081517 0.00971579]
4588,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson10_1843.jpg,pins_Emma Watson,[0.21805942 0.         0.03272649 ... 0.03816294 0.00334409 0.03674449]
4589,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson168_1904.jpg,pins_Emma Watson,[0.10600851 0.05673419 0.00743827 ... 0.00210314 0.0819167  0.00875029]
4590,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson165_1902.jpg,pins_Emma Watson,[0.50883514 0.00697957 0.06331066 ... 0.12001762 0.00647771 0.0137427 ]
4591,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson208_1942.jpg,pins_Emma Watson,[0.46007106 0.00809909 0.05970114 ... 0.05292068 0.0140379  0.01020588]
4592,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson201_1937.jpg,pins_Emma Watson,[0.34429127 0.05839105 0.02764954 ... 0.06180918 0.02626627 0.00701518]
4593,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson163_1900.jpg,pins_Emma Watson,"[6.7609861e-02 8.7011777e-02 6.2716149e-02 ... 6.4935200e-02 6.8511887e-05
 1.2094622e-02]"
4594,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson235_1966.jpg,pins_Emma Watson,[0.02894475 0.         0.00937754 ... 0.02546576 0.         0.02709175]
4595,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson66_2020.jpg,pins_Emma Watson,[0.05774232 0.01041462 0.01116703 ... 0.03353544 0.         0.024498  ]
4596,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson173_1912.jpg,pins_Emma Watson,[0.5387772  0.00879683 0.04926334 ... 0.14904943 0.00189501 0.01270065]
4597,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson62_2013.jpg,pins_Emma Watson,[0.01463059 0.00800898 0.02143475 ... 0.00986326 0.         0.00416477]
4598,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson176_1914.jpg,pins_Emma Watson,[0.3209804  0.10608793 0.01728002 ... 0.03540147 0.01347774 0.00414315]
4599,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson106_1848.jpg,pins_Emma Watson,[0.06250289 0.02899911 0.04688067 ... 0.02856339 0.         0.01348036]
4600,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson184_1920.jpg,pins_Emma Watson,[0.24806078 0.02273176 0.01215015 ... 0.05187466 0.00766722 0.01014966]
4601,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson96_2052.jpg,pins_Emma Watson,[0.07436705 0.09978393 0.11180801 ... 0.01303497 0.06802066 0.01517954]
4602,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson232_1963.jpg,pins_Emma Watson,[0.27220023 0.         0.01710976 ... 0.         0.0205067  0.01567768]
4603,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson152_1885.jpg,pins_Emma Watson,[0.09888903 0.0777787  0.07844967 ... 0.08091478 0.00066414 0.01031145]
4604,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson8_2032.jpg,pins_Emma Watson,[0.48940504 0.00433056 0.03416612 ... 0.14104594 0.01405412 0.01351085]
4605,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson248_1978.jpg,pins_Emma Watson,[0.5073461  0.         0.07428576 ... 0.07983386 0.00539924 0.01220553]
4606,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson217_1952.jpg,pins_Emma Watson,[0.09455115 0.0352029  0.03500155 ... 0.04751275 0.         0.02365272]
4607,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson105_1847.jpg,pins_Emma Watson,[0.38662618 0.         0.02067899 ... 0.02580886 0.01010709 0.01302542]
4608,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson169_1906.jpg,pins_Emma Watson,[0.0973274  0.00039306 0.01454203 ... 0.02041617 0.00623447 0.03972227]
4609,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson1_1842.jpg,pins_Emma Watson,[0.06372102 0.05639782 0.05847174 ... 0.04180838 0.         0.02188591]
4610,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson129_1865.jpg,pins_Emma Watson,[0.14025101 0.         0.         ... 0.06932693 0.03547543 0.00998701]
4611,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson135_1870.jpg,pins_Emma Watson,[0.05831192 0.0285327  0.03384921 ... 0.02321192 0.         0.0135844 ]
4612,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson60_2012.jpg,pins_Emma Watson,"[1.7081623e-01 1.3371542e-04 2.6245745e-02 ... 3.8205516e-02 6.3258992e-03
 2.5268728e-02]"
4613,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson124_1862.jpg,pins_Emma Watson,[0.03474798 0.0045405  0.00145132 ... 0.0453065  0.         0.01264025]
4614,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson39_1994.jpg,pins_Emma Watson,[0.16406237 0.0124312  0.02108005 ... 0.0729311  0.00162128 0.04534449]
4615,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson154_1887.jpg,pins_Emma Watson,[0.27141008 0.01141705 0.01135898 ... 0.04304758 0.02142618 0.01476942]
4616,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson76_2031.jpg,pins_Emma Watson,[0.2400772  0.02962462 0.00907853 ... 0.03330842 0.01387197 0.01417184]
4617,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson7_2024.jpg,pins_Emma Watson,[0.12845786 0.06084782 0.13414423 ... 0.01758056 0.0466213  0.00387038]
4618,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson246_1972.jpg,pins_Emma Watson,[0.03300707 0.00415409 0.01109105 ... 0.02319158 0.         0.01433752]
4619,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson148_1878.jpg,pins_Emma Watson,[0.13176809 0.04412039 0.03442941 ... 0.13865113 0.0073763  0.05212069]
4620,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson248_1979.jpg,pins_Emma Watson,[0.06969197 0.00415926 0.011579   ... 0.06049832 0.         0.02690499]
4621,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson98_2054.jpg,pins_Emma Watson,[0.33956182 0.00072123 0.03224609 ... 0.07667843 0.00080755 0.01405476]
4622,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson26_1985.jpg,pins_Emma Watson,[0.06472413 0.07435786 0.06647262 ... 0.04735995 0.         0.01597564]
4623,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson89_2043.jpg,pins_Emma Watson,[0.06692204 0.0012617  0.0117251  ... 0.04667094 0.         0.0346152 ]
4624,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson59_2011.jpg,pins_Emma Watson,[0.0340797  0.04143253 0.03665391 ... 0.0231172  0.         0.01193305]
4625,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson74_2029.jpg,pins_Emma Watson,[0.06565288 0.01563264 0.01999116 ... 0.04575238 0.         0.02731145]
4626,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson29_1987.jpg,pins_Emma Watson,[0.2515434  0.021785   0.01894485 ... 0.0378645  0.02780482 0.01755641]
4627,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson198_1933.jpg,pins_Emma Watson,[0.08095384 0.00993733 0.01455876 ... 0.04989511 0.         0.04453572]
4628,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson68_2022.jpg,pins_Emma Watson,[0.02938802 0.00146736 0.00888209 ... 0.01987781 0.         0.01609189]
4629,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson37_1993.jpg,pins_Emma Watson,[0.09698156 0.04619313 0.04642851 ... 0.02210412 0.00712966 0.0167741 ]
4630,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson28_1986.jpg,pins_Emma Watson,[0.02945554 0.03998162 0.04237441 ... 0.02726578 0.         0.01282676]
4631,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson51_2006.jpg,pins_Emma Watson,[0.29049528 0.09552696 0.00623979 ... 0.00748048 0.03087187 0.00445259]
4632,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson44_1999.jpg,pins_Emma Watson,[0.29490972 0.00937592 0.02179    ... 0.06844453 0.00754757 0.02294399]
4633,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson32_1991.jpg,pins_Emma Watson,[0.31225294 0.02132742 0.03231394 ... 0.0393739  0.01797943 0.01256709]
4634,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson204_1940.jpg,pins_Emma Watson,[0.25524732 0.00258613 0.         ... 0.07318921 0.0809193  0.01058224]
4635,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson34_1992.jpg,pins_Emma Watson,[0.30005878 0.04984213 0.02027414 ... 0.03365128 0.01800111 0.0044902 ]
4636,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson65_2015.jpg,pins_Emma Watson,[0.12250793 0.02948755 0.02081054 ... 0.04035961 0.01203956 0.03592464]
4637,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson109_1851.jpg,pins_Emma Watson,[0.02151867 0.02582111 0.0317622  ... 0.02431944 0.         0.01050491]
4638,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson194_1929.jpg,pins_Emma Watson,[0.05687727 0.03195031 0.0286342  ... 0.05451505 0.         0.03225883]
4639,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson157_1889.jpg,pins_Emma Watson,[0.08952951 0.00836843 0.01810572 ... 0.04713858 0.         0.02650629]
4640,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson150_1880.jpg,pins_Emma Watson,[0.3199961  0.0006909  0.02974625 ... 0.07021721 0.00100338 0.01295073]
4641,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson211_1946.jpg,pins_Emma Watson,[0.30435994 0.03770826 0.01756492 ... 0.03800283 0.01111127 0.01671607]
4642,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson248_1980.jpg,pins_Emma Watson,[0.2343505  0.00249831 0.00090706 ... 0.10658352 0.07747311 0.01861683]
4643,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson19_1925.jpg,pins_Emma Watson,[0.12376118 0.         0.         ... 0.05586202 0.03752288 0.00955555]
4644,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson215_1950.jpg,pins_Emma Watson,[0.10186478 0.03742424 0.01763339 ... 0.06301258 0.00394683 0.0151057 ]
4645,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson205_1941.jpg,pins_Emma Watson,[0.00054516 0.00063677 0.01283843 ... 0.01944617 0.         0.02051321]
4646,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson153_1886.jpg,pins_Emma Watson,[0.4245391  0.00324102 0.01929772 ... 0.06030289 0.01287214 0.0121356 ]
4647,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson94_2047.jpg,pins_Emma Watson,[0.0652661  0.08784932 0.06195075 ... 0.05931844 0.         0.01003106]
4648,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson111_1853.jpg,pins_Emma Watson,[0.04450127 0.         0.00053547 ... 0.00432751 0.         0.02362603]
4649,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson170_1909.jpg,pins_Emma Watson,[0.5934309  0.01468571 0.06011435 ... 0.17841567 0.         0.01210358]
4650,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson248_1975.jpg,pins_Emma Watson,[0.04752591 0.02555126 0.0790855  ... 0.04662001 0.01232272 0.00364133]
4651,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson127_1864.jpg,pins_Emma Watson,[0.34428898 0.05490471 0.02841471 ... 0.05964356 0.02613017 0.00652022]
4652,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson93_2046.jpg,pins_Emma Watson,[0.48940504 0.00433056 0.03416612 ... 0.14104594 0.01405412 0.01351085]
4653,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson226_1959.jpg,pins_Emma Watson,[0.05225113 0.01844979 0.02343555 ... 0.03621872 0.         0.02383121]
4654,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson137_1872.jpg,pins_Emma Watson,[0.04744619 0.02727053 0.09916071 ... 0.04772121 0.0225026  0.00337657]
4655,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson117_1855.jpg,pins_Emma Watson,[0.2980773  0.0036231  0.04123795 ... 0.11062052 0.         0.02081065]
4656,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson22_1953.jpg,pins_Emma Watson,[0.01613291 0.01745433 0.0128856  ... 0.02020867 0.         0.00619719]
4657,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson94_2049.jpg,pins_Emma Watson,[0.3349721  0.01806743 0.11439275 ... 0.01722133 0.02126037 0.01319546]
4658,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson182_1919.jpg,pins_Emma Watson,[0.01400821 0.00920257 0.014881   ... 0.00127981 0.         0.00570845]
4659,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson88_2042.jpg,pins_Emma Watson,[0.01738979 0.03961089 0.05378651 ... 0.01896357 0.         0.00508512]
4660,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson174_1913.jpg,pins_Emma Watson,[0.23331907 0.10002048 0.02973814 ... 0.09517085 0.01012782 0.0111251 ]
4661,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson126_1863.jpg,pins_Emma Watson,[0.03909252 0.01683809 0.01082516 ... 0.02978174 0.         0.02610845]
4662,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson56_2009.jpg,pins_Emma Watson,[0.57330674 0.00241256 0.07845075 ... 0.1124026  0.00308655 0.01223663]
4663,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson200_1936.jpg,pins_Emma Watson,"[4.8081085e-02 7.6699012e-05 4.4717179e-03 ... 1.4517926e-02 2.6085789e-04
 5.7901099e-02]"
4664,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson225_1958.jpg,pins_Emma Watson,[0.08390768 0.         0.00515861 ... 0.02232058 0.00389527 0.05114538]
4665,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson171_1910.jpg,pins_Emma Watson,[0.06117955 0.05740391 0.05905016 ... 0.03028727 0.         0.01162244]
4666,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson91_2045.jpg,pins_Emma Watson,[0.03221297 0.00257059 0.00704058 ... 0.00519764 0.00599954 0.06122969]
4667,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson157_1890.jpg,pins_Emma Watson,[0.01430304 0.02914505 0.00278503 ... 0.         0.02385854 0.00914705]
4668,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson100_1844.jpg,pins_Emma Watson,[0.39048514 0.00862216 0.04068011 ... 0.08843209 0.02688763 0.01249223]
4669,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson161_1898.jpg,pins_Emma Watson,[0.06868924 0.00185826 0.01058308 ... 0.01426695 0.00753687 0.03526491]
4670,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson157_1891.jpg,pins_Emma Watson,"[3.6414188e-01 1.8671216e-04 3.4927320e-02 ... 9.9047534e-02 4.1520488e-04
 1.4633565e-02]"
4671,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson147_1877.jpg,pins_Emma Watson,[0.02777945 0.05516587 0.05729222 ... 0.03324405 0.         0.01601268]
4672,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson191_1927.jpg,pins_Emma Watson,[0.13808452 0.03529407 0.03388139 ... 0.06541958 0.01947922 0.01820527]
4673,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson42_1998.jpg,pins_Emma Watson,[0.23860593 0.00838575 0.00131038 ... 0.00192815 0.04470194 0.01404769]
4674,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson209_1943.jpg,pins_Emma Watson,[0.22627072 0.00418068 0.01759195 ... 0.04010285 0.0305493  0.01132544]
4675,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson146_1875.jpg,pins_Emma Watson,[0.01066303 0.         0.00639298 ... 0.01539122 0.         0.04109773]
4676,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson248_1974.jpg,pins_Emma Watson,[0.12963317 0.03437514 0.02101268 ... 0.08458529 0.0107314  0.01674935]
4677,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson50_2005.jpg,pins_Emma Watson,[0.6901263  0.00713251 0.0303695  ... 0.24166839 0.         0.01029101]
4678,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson158_1895.jpg,pins_Emma Watson,[0.04034276 0.03846643 0.03812672 ... 0.11767809 0.00290882 0.01430323]
4679,/content/105_classes_pins_dataset/pins_Emma Watson/Emma Watson214_1949.jpg,pins_Emma Watson,[0.14531724 0.01595106 0.01967148 ... 0.05200786 0.00426069 0.0325942 ]
4680,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman26_3102.jpg,pins_Morgan Freeman,[0.5738611  0.00679951 0.03133541 ... 0.25768667 0.         0.01156702]
4681,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman163_3058.jpg,pins_Morgan Freeman,[0.34039193 0.08557927 0.016924   ... 0.02624903 0.0163491  0.00277186]
4682,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman214_3089.jpg,pins_Morgan Freeman,[0.26523906 0.0676033  0.03910375 ... 0.05276881 0.00646131 0.0235863 ]
4683,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman17_3064.jpg,pins_Morgan Freeman,[0.07106467 0.08677668 0.07331847 ... 0.0617437  0.         0.01194955]
4684,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman151_3053.jpg,pins_Morgan Freeman,[0.0970567  0.02971641 0.04915371 ... 0.0258086  0.00213364 0.01494759]
4685,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman96_3135.jpg,pins_Morgan Freeman,[0.0664738  0.02234843 0.02652765 ... 0.02729661 0.         0.01762924]
4686,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman110_3035.jpg,pins_Morgan Freeman,[0.06675279 0.         0.00570599 ... 0.02515067 0.0038294  0.02954003]
4687,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman227_3095.jpg,pins_Morgan Freeman,[0.09887557 0.01661576 0.0262462  ... 0.08471595 0.         0.03846903]
4688,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman219_3091.jpg,pins_Morgan Freeman,"[2.09702877e-03 3.63288418e-05 1.78508665e-02 ... 1.33895585e-02
 0.00000000e+00 1.56184873e-02]"
4689,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman124_3043.jpg,pins_Morgan Freeman,[0.06026446 0.00295175 0.01281863 ... 0.05217984 0.0001511  0.0424566 ]
4690,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman1_3027.jpg,pins_Morgan Freeman,[0.06661231 0.08275503 0.06512535 ... 0.05571267 0.         0.01087932]
4691,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman230_3096.jpg,pins_Morgan Freeman,[0.3442024  0.09347719 0.01350243 ... 0.03415616 0.02102787 0.00350077]
4692,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman211_3088.jpg,pins_Morgan Freeman,[0.25879607 0.05383803 0.03637264 ... 0.04496628 0.00520836 0.02663381]
4693,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman210_3087.jpg,pins_Morgan Freeman,[0.32518885 0.01058172 0.0394897  ... 0.07479471 0.02174003 0.01807414]
4694,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman29_3104.jpg,pins_Morgan Freeman,[0.28373536 0.0010206  0.03451483 ... 0.07632399 0.00195425 0.0126152 ]
4695,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman133_3048.jpg,pins_Morgan Freeman,[0.07339223 0.10269821 0.06906216 ... 0.07143726 0.00173475 0.01270648]
4696,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman79_3129.jpg,pins_Morgan Freeman,[0.32952344 0.04356232 0.02803542 ... 0.04793998 0.02126556 0.00510224]
4697,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman120_3039.jpg,pins_Morgan Freeman,[0.0666508  0.03325338 0.0437686  ... 0.08447962 0.         0.03282033]
4698,/content/105_classes_pins_dataset/pins_Morgan Freeman/Morgan Freeman231_3097.jpg,pins_Morgan Freeman,[0.32648125 0.00074009 0.03109983 ... 0.07197911 0.00107312 0.01321344]
